filename,sentence_number,sentence_text,past_references,future_references
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,430,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,431,He said yes?,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,432,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,433,"Well… Well, not exactly.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,434,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,435,He gave me a list of the three faculty members who are paid the highest and have the lowest enrollments.,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,436,"Joan, Rentz, McHale.

McHale.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,437,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,438,"I mean, he wants me to talk them into retirement?",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,439,I hope you told him to fuck off.,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,440,I serve at the pleasure of the dean.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,441,[Bill scoffs],0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,442,He wishes.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,443,"You know, it’s your job as chair to advocate…",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,444,"Well, in five years, do you think we’ll exist?",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,445,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,446,The English Department?,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,447,I feel like I arrived at the party after… after last call.,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,448,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,449,"It’s also your job as chair to boost…

Punch you in the fucking face?",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,450,[chuckles],0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,451,"My face is my fortune, baby.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,452,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,453,That’s why I’m totally broke.,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,454,"[laughs]

Oh, that’s why you’re flat broke.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,455,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,456,Mm-hmm.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,457,I gotta… I gotta get some work done.,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,458,Yep.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,459,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,460,"Oh, and also, no more rides from female students.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,461,My car’s impounded.,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,462,I’m getting it back this afternoon.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,463,"What are you, a spy?",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,464,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,465,"What are you, a moron?",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,466,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,467,Some flunky from the Dean of Students emailed me.,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,468,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,469,You know that was Dafna Eisenstadt?,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,470,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,471,"Eisenstadt, like Board of Trustees Eisenstadt.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,472,[smacking lips],0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,473,Oh.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,474,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,475,Yeah.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,476,I need everyone on their best behavior.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,477,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,478,It’s important for the health of the department.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,479,"[sighs]

“Important for the health of the department?”",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,480,I don’t know why I just…,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,481,Get out.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,482,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,483,[Bill] What?,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,484,I feel it now.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,485,Get out.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,486,"[car door closes]

[dog barking]

[keys jangling]",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,487,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,488,"[door unlocks]

[sighs]",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,489,"Hi, Appa.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,490,[man] Hi.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,491,"Hi, sweetheart.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,492,[grunts],0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,493,Did she finish all her homework?,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,494,[in Korean],0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,495,"Yes, she has.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,496,[in English] Good.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,497,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,498,"[sighs] Appa…

I told you to take this down.",1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,499,[in Korean] I’ll put it away.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,500,I need to talk to you.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,501,[in English],0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,502,"Well, are you still sending him frozen steaks to Michigan?",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,503,[in Korean] So about Ju Ju…,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,504,I have to tell you something.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,505,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,506,Ju Ju’s teacher told me she needs to see a psychiatrist as soon as possible.,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,507,[in English] Shh.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,508,What?,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,509,[in Korean],0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,510,She can’t understand Korean.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,511,[in English],0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,512,She’s starting to.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,513,[in Korean] She drew this.,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,514,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,515,They said in 17 years of teaching they have never seen anything this disturbing.,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,516,[spits],0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,517,[Ju Ju spits],0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,518,[Ju Ju],0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,519,How old were you when your mom died?,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,520,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,521,Fourteen.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,522,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,523,Hey.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,524,I’m not gonna die when you’re 14.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,525,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,526,How do you know?,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,527,Look at me!,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,528,[grunts],0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,529,"Oh, I think I just hurt my shoulder.",1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,530,"[grunts, groans]

[laughs]",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,531,"If something happened to you, who would take care of me?",1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,532,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,533,Habi’s so old.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,534,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,535,You don’t have to worry about that.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,536,Hmm?,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,537,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,538,"When you die, would you still remember me?",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,539,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,540,Yes.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,541,Want me to lie with you?,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,542,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,543,No.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,544,"[dog barking in distance]

[upbeat music playing]

[typing]

[Lila] Dr. Kim?",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,545,Dr. Kim.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,546,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,547,Hey.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,548,[Ji-Yoon],0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,549,"Hey.

I can’t find Bill.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,550,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,551,What do you mean?,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,552,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,553,He’s AWOL.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,554,[sighs],0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,555,Okay.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,556,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,557,Hey.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,558,Did you lose your phone?,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,559,You’re late for class.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,560,Again.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,561,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,562,And you can’t just hang out in my office.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,563,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,564,Oh my God.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,565,"Jesus, really?",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,566,Are you kidding me?,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,567,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,568,Sorry.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,569,Sorry.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,570,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,571,[Ji-Yoon] Get the other one.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,572,"Um, maybe we should just start.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,573,I’m sure she’ll be here.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,574,[woman] Great.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,575,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,576,"First of all, I have to let you know that we are not a designated confidential resource here on campus.",1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,577,"I mean, we try to maintain privacy, but if there are safety concerns in regards to…",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,578,"Oh, there aren’t.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,579,I’m not being stalked.,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,580,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,581,This isn’t an unwanted overture type of thing.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,582,"[sniffles]

At my age, I’m not sure there’s such a thing as an unwanted overture.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,583,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,584,And are you yourself the complainant?,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,585,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,586,Yes.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,587,How long have you been working here at Pembroke?,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,588,Thirty-two years.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,589,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,590,Wow.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,591,That’s a really long time.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,592,Which department?,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,593,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,594,English.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,595,I wonder if I might speak with the person who’s actually going to handle my case.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,596,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,597,"Unfortunately, there isn’t going to be an investigator assigned to your case until I decide whether it rises to the level

of a Title IX policy violation.",1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,598,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,599,They moved my office into some kind of subterranean shithole in the athletics building.,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,600,"Other instructors of my rank, all of whom are men, were not moved.",1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,601,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,602,What’s your relationship like with your chair?,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,603,Have you mentioned this to him?,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,604,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,605,Her.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,606,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,607,Sorry.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,608,Her.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,609,"[laughs]

Maybe I should write myself up.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,610,"Uh, she was supposed to be here.",1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,611,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,612,This…,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,613,This was her idea.,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,614,I don’t know what happened.,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,615,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,616,"Ah, so she’s aware that you feel that your new office is a shithole?",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,617,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,618,You don’t think I’m telling the truth?,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,619,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,620,Truth is a very loaded word.,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,621,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,622,[Joan] Is it though?,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,623,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,624,"If something’s true, there’s no moral weight applied to it.",1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,625,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,626,It’s a mere statement of fact.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,627,"For example, it would be true for me to say everyone can see your fanny.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,628,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,629,What?,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,630,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,631,Your butt is sticking out of your shorts.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,632,When I walked in.,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,633,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,634,"You are the first point of contact for people who are coming in here, some of whom need to report having been violated.",1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,635,"Uh, and you… you… I understand you want to be body-positive.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,636,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,637,But maybe the place to do that isn’t a Title IX intake office.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,638,"Professor Hambling, one of the great things about Title IX is that it protects women regardless of how they dress.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,639,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,640,"You’re not a lawyer, are you?",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,641,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,642,How did you get this job?,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,643,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,644,I came from a non-profit where I helped place refugee immigrant children into foster families.,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,645,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,646,"Well, I hope they didn’t have to look at your fucking fanny while you did that.",1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,647,Lila mentioned there’s still some holes in your syllabus.,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,648,It has “TBD” for the next eight weeks.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,649,[grunts],0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,650,"The kids are asking her what they’re, you know, actually gonna study.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,651,They’re gonna study death and something.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,652,Taxes?,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,653,Modernism.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,654,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,655,"Nah, it’s not that.",0,0
