no,sub,story,cond,res,res_corrected,scenes_xx,scenes_xz,scenes_final,group,segment_num,condition,no_char,flag
179,0615-2,3,3_p,"Jiyoon tries in vain to calm down the panicking faulty. Bill shows up late to the meeting and hears about what has happened to Joan. Dean reprimands Bill for his behavior and tardiness. After sending off his Daughter, Bill determines to change his life for the better and proposes an idea to the faculty.","Jiyoon tries in vain to calm down the panicking faulty. Bill shows up late to the meeting and hears about what has happened to Joan. The Dean reprimands Bill for his behavior and tardiness. After sending off his Daughter, Bill determines to change his life for the better and proposes an idea to the faculty.",1 1 1,0,1 1 1,prediction,3,p,,
180,0615-3,3,3_p0,,,1 1,0,1 1,prediction,3,p0,,
181,0615-3,3,3_p,,,1 1,0,1 1,prediction,3,p,,
182,0619-2,3,3_p0,Jiyoon offers a solution to the problem that all faculty are debating about.,Jiyoon offers a solution to the problem that all faculty are debating about.,1 1,0,1 1,prediction,3,p0,,
183,0619-2,3,3_p,"However, Dean, being full of himself, intercepts Jiyoon again and strikes down her solution. Jiyoon is annoyed, and asks Dean want he wants to do instead. Dean proposes an alternative, but is likewise met with uncertain glares.","However, the Dean, being full of himself, intercepts Jiyoon again and strikes down her solution. Jiyoon is annoyed, and asks the Dean want he wants to do instead. Dean proposes an alternative, but is likewise met with uncertain glares.",1 1 1 1,0,1 1 1 1,prediction,3,p,,
184,0629-1,3,3_p0,Jiyoon will give an ecouraging speech. Bill will stumble into the meeting.,Jiyoon will give an ecouraging speech. Bill will stumble into the meeting.,1 1,1 0,1 1,prediction,3,p0,,
185,0629-1,3,3_p,Jiyoon has a confrontation with the Dean about Joan's office.,Jiyoon has a confrontation with the Dean about Joan's office.,1,306,306 331,prediction,3,p,,
186,0522-1,3,4_r0,"The dean and Jiyoon had a meeting, trying to establish the role of each professor for the semester. ","The dean and Jiyoon had a meeting, trying to establish the role of each professor for the semester. ",1,331,331,retrodiction,4,r0,,
187,0522-1,3,4_r,"Elliot is determining if Yaz will be tenured, and they have a meeting where he is begrudging. Yaz then turns to Jiyoon for advice on how to provide nuance to the department. ","Elliot is determining if Yaz will be tenured, and they have a meeting where he is begrudging. Yaz then turns to Jiyoon for advice on how to provide nuance to the department. ",0 431 1,352 1,0 431 1,retrodiction,4,r,,
188,0522-3,3,4_r0,,,1,1,1,retrodiction,4,r0,,
189,0522-3,3,4_r,,,431 1,403 404,431 1,retrodiction,4,r,,
190,0523-2,3,4_r0,"Jiyoon, Dean.

Discussing faculty cuts he will have to make if the enrollment does not increase in the english department. ",Jiyoon and the Dean dicsuss faculty cuts he will have to make if the enrollment does not increase in the english department. ,331,305,305 331,retrodiction,4,r0,,
191,0523-2,3,4_r,Elliot and Yaz discuss Yaz's efforts in going up for tenure. ,Elliot and Yaz discuss Yaz's efforts in going up for tenure. ,0,403,431,retrodiction,4,r,,
192,0523-4,3,4_r0,"Yaz is being overlooked when it comes to professors up for tenure. Jiyoon and the Dean meet, and Jiyoon discusses that Yaz would be a great option. They agree that the way to get that to happen would be for Yaz to teach with Elliot","Yaz is being overlooked when it comes to professors up for tenure. Jiyoon and the Dean meet, and Jiyoon discusses that Yaz would be a great option. They agree that the way to get that to happen would be for Yaz to teach with Elliot",1 331 303 0,0 303 0,1 331 303 0,retrodiction,4,r0,,
193,0523-4,3,4_r,Yaz sits in on one of Elliot's lectures and talks to him after.,Yaz sits in on one of Elliot's lectures and talks to him after.,431,0,431,retrodiction,4,r,,
194,0524-1,3,4_r0,Elliot denies Yaz of tenure,Elliot denies Yaz of tenure,1,0,1,retrodiction,4,r0,,
195,0524-1,3,4_r,"Elliot denies Yaz of tenure
","Elliot denies Yaz of tenure
",1,0,1,retrodiction,4,r,,
196,0525-1,3,4_r0,"Scene 1:
Characters: Jiyoon, Habi 
Habi is warning Jiyoon about JuJu's behavior, but Jiyoon is too distracted by her new position's responsibilities to take action on it at this point
Scene 2: 
Characters: Yaz
Yaz is in her office practicing her lecture. She is clearly incredibly well-spoken and captivating. She turns on her computer and viewers can see her tenure application forms open.","Habi is warning Jiyoon about JuJu's behavior, but Jiyoon is too distracted by her new position's responsibilities to take action on it at this point
Yaz is in her office practicing her lecture. She is clearly incredibly well-spoken and captivating. She turns on her computer and viewers can see her tenure application forms open.",1 1 1 1,1,1 1 1 1,retrodiction,4,r0,,
197,0525-1,3,4_r,Yaz is discussing her goal of applying for tenure with Elliot and asking for any potential recommendations. Elliot seems distracted. ,Yaz is discussing her goal of applying for tenure with Elliot and asking for any potential recommendations. Elliot seems distracted. ,431,431 403,403 431,retrodiction,4,r,,
198,0526-1,3,4_r0,Jiyoon meets with the dean and gets the list and news about downsizing,Jiyoon meets with the dean and gets the list and news about downsizing,301,301 302,301,retrodiction,4,r0,,
199,0526-1,3,4_r,Elliot tells Yaz about how difficult it will be for her to get tenure. ,Elliot tells Yaz about how difficult it will be for her to get tenure. ,431,0,431,retrodiction,4,r,,
200,0526-3,3,4_r0,Dean tells Joan that her room is now going to be moved to the gym.,The Dean tells Joan that her room is now going to be moved to the gym.,1,0,1,retrodiction,4,r0,,
201,0526-3,3,4_r,Yaz asks Elliot to be the chair of her tenure committee.,Yaz asks Elliot to be the chair of her tenure committee.,1,0,1,retrodiction,4,r,,
202,0527-2,3,4_r0,Jiyoon talks with Elliot about his feelings towards Yaz.,Jiyoon talks with Elliot about his feelings towards Yaz.,1,0,1,retrodiction,4,r0,,
203,0527-2,3,4_r,Elliot talks to Yaz and is not very kind.,Elliot talks to Yaz and is not very kind.,431,431,431,retrodiction,4,r,,
204,0528-2,3,4_r0,Jiyoon receives complaints about Elliot's teaching. ,Jiyoon receives complaints about Elliot's teaching. ,1,0,1,retrodiction,4,r0,,
205,0528-2,3,4_r,Elliot and Yaz discuss their respective English syllabi. ,Elliot and Yaz discuss their respective English syllabi. ,431,1,431,retrodiction,4,r,,
206,0528-3,3,4_r0,Bill has a deep conversation with his daughter about her mother/his wife passing away. Yaz discusses her desire for tenure to Jiyoon.,Bill has a deep conversation with his daughter about her mother/his wife passing away. Yaz discusses her desire for tenure to Jiyoon.,1 1,0 1,1 1,retrodiction,4,r0,,
207,0528-3,3,4_r,Elliot and Yaz meet with each other. Yaz subtilely mentions the idea of having tenure. ,Elliot and Yaz meet with each other. Yaz subtilely mentions the idea of having tenure. ,431,431 403,431 403,retrodiction,4,r,,
208,0612-1,3,4_r0,Paul and Jiyoon talk about the future of the English department. Bill struggles to relate to his daughter.,The Dean and Jiyoon talk about the future of the English department. Bill struggles to relate to his daughter.,331 1,305 0,305 331 1,retrodiction,4,r0,,
209,0612-1,3,4_r,Elliot and Yaz disagree on their teaching styles.,Elliot and Yaz disagree on their teaching styles.,1,1,1,retrodiction,4,r,,
210,0613-1,3,4_r0,Yaz is working hard to create her lesson plan. She is working towards tenure. ,Yaz is working hard to create her lesson plan. She is working towards tenure. ,0 0,71,71,retrodiction,4,r0,,
211,0613-1,3,4_r,Elliot tells Yaz about the good old days and why everything is messed up now. He explains to Yaz why he doesn't think her ways of teaching are that good. ,Elliot tells Yaz about the good old days and why everything is messed up now. He explains to Yaz why he doesn't think her ways of teaching are that good. ,1 1,1,1 1,retrodiction,4,r,,
212,0615-1,3,4_r0,Paul tells Jiyoon that something needs to be done regarding Elliot's course because of his evaluations and Jiyoon tells him that that's gonna be difficult because of how senior he is. Paul tells her to get him to retire. Jiyoon comes up with the idea of combining Elliot's course with Yaz's. ,The Dean tells Jiyoon that something needs to be done regarding Elliot's course because of his evaluations and Jiyoon tells him that that's gonna be difficult because of how senior he is. The Dean tells her to get him to retire. Jiyoon comes up with the idea of combining Elliot's course with Yaz's. ,302,302,302,retrodiction,4,r0,,
213,0615-1,3,4_r,Elliot and Yaz are talking about their different teaching styles. They mostly disagree about how to teach Melville.,Elliot and Yaz are talking about their different teaching styles. They mostly disagree about how to teach Melville.,1,1,1,retrodiction,4,r,,
214,0616-1,3,4_r0,Jiyoon hears from the Dean that the enrollment in poor in the department and that she needs to improve evaluations.,Jiyoon hears from the Dean that the enrollment in poor in the department and that she needs to improve evaluations.,305,305,305,retrodiction,4,r0,,
215,0616-1,3,4_r,Elliot and Yaz both have sections for the same course. Elliot is dismissive of Yaz and does not think that she can go up for tenure. This might be because he is a racist. ,Elliot and Yaz both have sections for the same course. Elliot is dismissive of Yaz and does not think that she can go up for tenure. This might be because he is a racist. ,401 402 1,401 402,401 402 1,retrodiction,4,r,,
216,0619-1,3,4_r0,Paul calls Jiyoon to tell her that the English department is in trouble if they don't get more people.,The Dean calls Jiyoon to tell her that the English department is in trouble if they don't get more people.,305,305,305,retrodiction,4,r0,,
217,0619-1,3,4_r,Elliot and Yaz meet for the first time to discuss how their collaboration will work.,Elliot and Yaz meet for the first time to discuss how their collaboration will work.,1,1,1,retrodiction,4,r,,
218,0706-1,3,4_r0,Segment 5 did not play. ,Segment 5 did not play. ,,0,,retrodiction,4,r0,,1
219,0706-1,3,4_r,Segment 5 did not play. ,Segment 5 did not play. ,,0,,retrodiction,4,r,1,1
220,0707-1,3,4_r0,I didn't see segment 5,I didn't see segment 5,,0,,retrodiction,4,r0,,1
221,0707-1,3,4_r,I didn't see segment 5. ,I didn't see segment 5. ,,0,,retrodiction,4,r,1,1
222,0707-2,3,4_r0,"Yaz complains to Jiyoon about having to co-teach with Elliot, Jiyoon explains there is nothing she can do.","Yaz complains to Jiyoon about having to co-teach with Elliot, Jiyoon explains there is nothing she can do.",1 1,0,1 1,retrodiction,4,r0,,
223,0707-2,3,4_r,Elliot and Yaz discuss their strategy for teaching together. ,Elliot and Yaz discuss their strategy for teaching together. ,1,1,1,retrodiction,4,r,,
224,0522-2,3,4_p0,,,1,0,1,prediction,4,p0,,
225,0522-2,3,4_p,,,1,0,1,prediction,4,p,,
226,0523-1,3,4_p0,The scene cuts to her home life where she is discussing with her father all that happened at work today.,Jiyoon is discussing with her father all that happened at work today.,1,0,1,prediction,4,p0,,
227,0523-1,3,4_p,Elliot and Yaz are discussing Jiyoon position as the Chair; Elliot is questioning whether she is fit to have the job and keep the department afloat. ,Elliot and Yaz are discussing Jiyoon position as the Chair; Elliot is questioning whether she is fit to have the job and keep the department afloat. ,1 1,0,1 1,prediction,4,p,,
228,0523-3,3,4_p0,Jiyoon refuses to fire anyone in the English department and instead devises a plan to boost enrollment.,Jiyoon refuses to fire anyone in the English department and instead devises a plan to boost enrollment.,1 1,1,1 1,prediction,4,p0,,
229,0523-3,3,4_p,Jiyoon confides in Yaz about her instructions to ask 3 professors to leave. Yaz tells her she shouldn't give in to the Dean. Jiyoon decides to fire Elliot.,Jiyoon confides in Yaz about her instructions to ask 3 professors to leave. Yaz tells her she shouldn't give in to the Dean. Jiyoon decides to fire Elliot.,1 1 1,0 431,531 1 1 1,prediction,4,p,,
230,0523-5,3,4_p0,"Jiyoon goes home, flustered, after her first day as Chair. She doesn't know what to do about the Dean's request, and she talks to Habi about it. JuJu notices she's stressed and asks about her first day at work.","Jiyoon goes home, flustered, after her first day as Chair. She doesn't know what to do about the Dean's request, and she talks to Habi about it. JuJu notices she's stressed and asks about her first day at work.",1 1 1 1,0,1 1 1 1,prediction,4,p0,,
231,0523-5,3,4_p,Jiyoon meets with Elliot and Yaz over drinks to talk about the Dean's request and get their input.,Jiyoon meets with Elliot and Yaz over drinks to talk about the Dean's request and get their input.,1,0,1,prediction,4,p,,
232,0524-2,3,4_p0,"Jiyoon will continue to stick up for her faculty, and the Dean will insist on her choosing three names. Jiyoon makes a promise to increase enrollment by a certain date, or she will ask certain members to retire early.","Jiyoon will continue to stick up for her faculty, and the Dean will insist on her choosing three names. Jiyoon makes a promise to increase enrollment by a certain date, or she will ask certain members to retire early.",1 1 1 1,0,1 1 1 1,prediction,4,p0,,
233,0524-2,3,4_p,"Elliot and Yaz talk about the rumors they have been hearing about the department. Yaz is hopeful about getting tenure, because she has very low job security at the moment. Elliot comforts her and tells her she deserves tenure, so she will hopefully get it. It also seems like Elliot has a bit of a crush on her.","Elliot and Yaz talk about the rumors they have been hearing about the department. Yaz is hopeful about getting tenure, because she has very low job security at the moment. Elliot comforts her and tells her she deserves tenure, so she will hopefully get it. It also seems like Elliot has a bit of a crush on her.",1 1 1 1,0,1 1 1 1,prediction,4,p,,
234,0525-2,3,4_p0,Jiyoon will give the Dean three people to fire. This list will include Elliot and Joan. ,Jiyoon will give the Dean three people to fire. This list will include Elliot and Joan. ,1,0,1,prediction,4,p0,,
235,0525-2,3,4_p,Jiyoon will give the Dean three people to fire. This list will include Elliot and Yaz.,Jiyoon will give the Dean three people to fire. This list will include Elliot and Yaz.,1,0,1,prediction,4,p,,
236,0526-2,3,4_p0,"Jiyoon tells the Dean that she is not going to help him find the people to be sent for retirement because she is also nearing her 50
s.","Jiyoon tells the Dean that she is not going to help him find the people to be sent for retirement because she is also nearing her 50
s.",1,0,1,prediction,4,p0,,
237,0526-2,3,4_p,Jiyoon consults Elliot and Yaz for advice on how to stop the dean from implementing his new retirement plan.,Jiyoon consults Elliot and Yaz for advice on how to stop the dean from implementing his new retirement plan.,1,0,1,prediction,4,p,,
238,0527-1,3,4_p0,"Jiyoon has individual interactions with some key members of the faculty, and feels conflicted about which names to give the Dean. While Bill is a mess, he is important to the department. And while the old-timers, like Joan and Elliot, have low enrollment and are at the age where they might retire, they desperately want to keep their jobs.","Jiyoon has individual interactions with some key members of the faculty, and feels conflicted about which names to give the Dean. While Bill is a mess, he is important to the department. And while the old-timers, like Joan and Elliot, have low enrollment and are at the age where they might retire, they desperately want to keep their jobs.",1,0 1,1,prediction,4,p0,,
239,0527-1,3,4_p,"""Old-timer"" Elliot has a conversation with Professor Yaz, who is up for tenure. There is an underlying tension to their conversation because they know that someone must be laid off.","""Old-timer"" Elliot has a conversation with Professor Yaz, who is up for tenure. There is an underlying tension to their conversation because they know that someone must be laid off.",431,431,431,prediction,4,p,,
240,0528-1,3,4_p0,Jiyoon calls Bill to discuss what she should do about the 3 names she has to submit. Jiyoon talks to Joan but does not have the courage to submit her name. ,Jiyoon calls Bill to discuss what she should do about the 3 names she has to submit. Jiyoon talks to Joan but does not have the courage to submit her name. ,1 1,0,1 1,prediction,4,p0,,
241,0528-1,3,4_p,Elliot talks to Yaz about Jiyoon and creates a game plan about how not to be removed from the department. Yaz helps Elliot because Elliot has something to offer her. ,Elliot talks to Yaz about Jiyoon and creates a game plan about how not to be removed from the department. Yaz helps Elliot because Elliot has something to offer her. ,1 1,0,1 1,prediction,4,p,,
242,0608-1,3,4_p0,"Jiyoon will refuse to give the Dean three names to push into retirement, instead she's going to ask for an extension of time to prove that she can increase the enrollment. The Dean will agree? ","Jiyoon will refuse to give the Dean three names to push into retirement, instead she's going to ask for an extension of time to prove that she can increase the enrollment. The Dean will agree? ",1 1 1,0,1 1 1,prediction,4,p0,,
243,0608-1,3,4_p,Elliot goes to Yaz about some sort of modern technology issue that he needs to implement for the course. ,Elliot goes to Yaz about some sort of modern technology issue that he needs to implement for the course. ,1,0,1,prediction,4,p,,
244,0608-2,3,4_p0,Jiyoon discusses the matter of firing senior faculties with Yaz. Yaz agrees that the department needs a fix.,Jiyoon discusses the matter of firing senior faculties with Yaz. Yaz agrees that the department needs a fix.,1 1,0,1 1,prediction,4,p0,,
245,0608-2,3,4_p,Jiyoon meets Elliot and Yaz on the hallway. They give two different perspectives on how the department can improve. Jiyoon is tore apart.,Jiyoon meets Elliot and Yaz on the hallway. They give two different perspectives on how the department can improve. Jiyoon is tore apart.,1 1 1,0,1 1 1,prediction,4,p,,
246,0611-1,3,4_p0,"Jiyoon talks to Elliot and Joan about the meeting with the Dean. They are not happy about that (duh). Meanwhile, Joan is moved to a smaller location which is not in the gym basement. I am still counting on drunk Bill showing up sometime now.","Jiyoon talks to Elliot and Joan about the meeting with the Dean. They are not happy about that (duh). Meanwhile, Joan is moved to a smaller location which is not in the gym basement. I am still counting on drunk Bill showing up sometime now.",1 1 1 1,0,1 1 1 1,prediction,4,p0,,
247,0611-1,3,4_p,"Jiyoon talks to Elliot and Joan about possible retirement and neither is happy about that (duh). Meanwhile, Joan is moved to a smaller location which is not in the gym basement. I think Yaz might be told that she is not up for tenure or to be extended the award/nomination? (Where is drunk Bill?)","Jiyoon talks to Elliot and Joan about possible retirement and neither is happy about that (duh). Meanwhile, Joan is moved to a smaller location which is not in the gym basement. I think Yaz might be told that she is not up for tenure or to be extended the award/nomination? (Where is drunk Bill?)",1 1 1 1,0,1 1 1 1,prediction,4,p,,
248,0612-2,3,4_p0,"Jiyoon meets with the three faculty who were highlighted in the list of professors with the lowest enrollment in their classes which The Dean gave to her. She talks to them about retirement, to gauge their interest and likelihood of retiring soon.","Jiyoon meets with the three faculty who were highlighted in the list of professors with the lowest enrollment in their classes which The Dean gave to her. She talks to them about retirement, to gauge their interest and likelihood of retiring soon.",1 1,0,1 1,prediction,4,p0,,
249,0612-2,3,4_p,"Jiyoon speaks with Yaz and apologizes to her that The Dean shot down her idea about giving Yaz the lectureship (I forget the name they used in the clip, but it seemed special?). Jiyoon speaks with Elliot and tries to talk to him about retirement, to gauge his interest and likelihood of retiring soon. ","Jiyoon speaks with Yaz and apologizes to her that The Dean shot down her idea about giving Yaz the lectureship (I forget the name they used in the clip, but it seemed special?). Jiyoon speaks with Elliot and tries to talk to him about retirement, to gauge his interest and likelihood of retiring soon. ",1 1,531 502,531 1 1,prediction,4,p,,
250,0614-1,3,4_p0,Jiyoon will go home that evening thinking about what Dean had said. Jiyoon will talk to Juju as she cooks diner and will call Habi. Habi will tell her that instead of firing faculty come up with a plan to bring in more money for the department to support them. ,Jiyoon will go home that evening thinking about what Dean had said. Jiyoon will talk to Juju as she cooks diner and will call Habi. Habi will tell her that instead of firing faculty come up with a plan to bring in more money for the department to support them. ,1 1 1,0,1 1 1,prediction,4,p0,,
251,0614-1,3,4_p,"Elliot and Yaz meet to discuss the current problems of the department. yaz, representing the younger faculty, will tell Elliot it may be time for some members of the department to retire before they are fired. Elliot, being a distinguished member, will argue that these older individuals are important and play a role. ","Elliot and Yaz meet to discuss the current problems of the department. yaz, representing the younger faculty, will tell Elliot it may be time for some members of the department to retire before they are fired. Elliot, being a distinguished member, will argue that these older individuals are important and play a role. ",1 1 1,0,1 1 1,prediction,4,p,,
252,0615-2,3,4_p0,"Jiyoon suffers from the fact that she cannot decide on the three people to let go. Eventually, she decides to just use the list given by the Dean to avoid guilt. She convenes the three faculty to a meeting for a conversation.","Jiyoon suffers from the fact that she cannot decide on the three people to let go. Eventually, she decides to just use the list given by the Dean to avoid guilt. She convenes the three faculty to a meeting for a conversation.",1 1,0,1 1,prediction,4,p0,,
253,0615-2,3,4_p,"Jiyoon suffers from the fact that she cannot decide on the three people to let go. 
She consults Elliot and Yaz about the situation to get an advice. But eventually, she decides to just use the list given by the Dean to avoid the guilt. She convenes the three faculty to a meeting for a conversation.","Jiyoon suffers from the fact that she cannot decide on the three people to let go. 
She consults Elliot and Yaz about the situation to get an advice. But eventually, she decides to just use the list given by the Dean to avoid the guilt. She convenes the three faculty to a meeting for a conversation.",1 1 1,0,1 1 1,prediction,4,p,,
254,0615-3,3,4_p0,,,1 1,0,1 1,prediction,4,p0,,
255,0615-3,3,4_p,,,1 1,0,1 1,prediction,4,p,,
256,0619-2,3,4_p0,Jiyoon accepts the piece of paper handed by the Dean. She also hesitantly accepts the Dean's new idea.,Jiyoon accepts the piece of paper handed by the Dean. She also hesitantly accepts the Dean's new idea.,1 1,0,1 1,prediction,4,p0,,
257,0619-2,3,4_p,"Elliot barges in without knocking. Jiyoon and the Dean's conversation is interrupted. Yaz follows Elliot, shaking her head at the Dean and apologizing that she could not stop Elliot.","Elliot barges in without knocking. Jiyoon and the Dean's conversation is interrupted. Yaz follows Elliot, shaking her head at the Dean and apologizing that she could not stop Elliot.",1 1 1,0,1 1 1,prediction,4,p,,
258,0629-1,3,4_p0,Jiyoon will try to bring the issue up with Joan and the other professors highlighted on the document.,Jiyoon will try to bring the issue up with Joan and the other professors highlighted on the document.,1,0,1,prediction,4,p0,,
259,0629-1,3,4_p,Elliot and Yaz have a conversation about their prespective on the future of the English department and Jiyoon's tenure as chair.,Elliot and Yaz have a conversation about their prespective on the future of the English department and Jiyoon's tenure as chair.,1,0,1,prediction,4,p,,
260,0522-1,3,5_r0,"It's the first day of classes, everyone is settling in. Joan and Jiyoon are friends, Elliot and Yaz are teaching a class together, Bill has a famous book but is stuggling to upkeep his performance. ","It's the first day of classes, everyone is settling in. Joan and Jiyoon are friends, Elliot and Yaz are teaching a class together, Bill has a famous book but is stuggling to upkeep his performance. ",1 1,581 68,1 1,retrodiction,5,r0,,
261,0522-1,3,5_r,Jiyoon told Yaz that she is sharing a lecture slot with Elliot. ,Jiyoon told Yaz that she is sharing a lecture slot with Elliot. ,552,0,552,retrodiction,5,r,,
262,0522-3,3,5_r0,,,331 0 1,305,305 331,retrodiction,5,r0,,
263,0522-3,3,5_r,,,501,501,501,retrodiction,5,r,,
264,0523-2,3,5_r0,"Dean, Jiyoon

Dean and Jiyoon discuss the faculty cuts he will have to make if the enrollment numbers dont go up in the english department. ",The Dean and Jiyoon discuss the faculty cuts he will have to make if the enrollment numbers dont go up in the english department. ,305,331 305,305,retrodiction,5,r0,,
265,0523-2,3,5_r,Jiyoon sends Yaz to join Elliot's class.,Jiyoon sends Yaz to join Elliot's class.,552,0,552,retrodiction,5,r,,
266,0523-4,3,5_r0,The Dean asks Elliot and Yaz to teach together. Elliot hesitantly agrees. ,The Dean asks Elliot and Yaz to teach together. Elliot hesitantly agrees. ,1 1,0,1 1,retrodiction,5,r0,,
267,0523-4,3,5_r,Jiyoon asks Yaz if she would step in and help Elliot teach in a way that engages his students.,Jiyoon asks Yaz if she would step in and help Elliot teach in a way that engages his students.,501,501 531,501,retrodiction,5,r,,
268,0524-1,3,5_r0,Dafna prepares to drive to school,Dafna prepares to drive to school,1,1,1,retrodiction,5,r0,,
269,0524-1,3,5_r,Yaz complains about her class becoming consolidated with Elliot's class.,Yaz complains about her class becoming consolidated with Elliot's class.,1,0,1,retrodiction,5,r,,
270,0525-1,3,5_r0,"Scene 1:
Characters: Doodle and Bill
Doodle and Bill are having an intense conversation before he goes to work about the death of her mother. Eventually, Doodle gets up to go to school, but Bill passes out on her bed. 

Scene 2: 
Characters: Yaz 
Yaz finds out that her lecture has been merged with Elliot's and is somewhat frustrated as she was looking forward to the ability to have her own independence within the classroom.
","Doodles and Bill are having an intense conversation before he goes to work about the death of her mother. Eventually, Doodles gets up to go to school, but Bill passes out on her bed. 
Yaz finds out that her lecture has been merged with Elliot's and is somewhat frustrated as she was looking forward to the ability to have her own independence within the classroom.",0 1 1 581,0 581,0 1 1 581,retrodiction,5,r0,,
271,0525-1,3,5_r,"Jiyoon calls Yaz into her office and notifies her that her lecture is set to be merged with Elliot's, as Elliot has very low student enrollment rates, and the dean told her to do something about it.
Yaz attempts to contest this decision, noting that she had her whole syllabus planned out and was looking forward to the opportunity to have independence in the classroom. Jiyoon acknowledges these concerns but asserts that she has no choice.","Jiyoon calls Yaz into her office and notifies her that her lecture is set to be merged with Elliot's, as Elliot has very low student enrollment rates, and the dean told her to do something about it.
Yaz attempts to contest this decision, noting that she had her whole syllabus planned out and was looking forward to the opportunity to have independence in the classroom. Jiyoon acknowledges these concerns but asserts that she has no choice.",552 0 1 1,501 531,552 0 1 1,retrodiction,5,r,,
272,0526-1,3,5_r0,Jiyoon meets with the dean. Jiyoon is with Juju and gets a therapist card from someone,Jiyoon meets with the dean. Jiyoon is with Juju and gets a therapist card from someone,331 1 83,331 1 83,331 1 83,retrodiction,5,r0,,
273,0526-1,3,5_r,Jiyoon tells Yaz she has to share a class with Elliot due to low enrollment. Yaz is upset because they have very different styles,Jiyoon tells Yaz she has to share a class with Elliot due to low enrollment. Yaz is upset because they have very different styles,552 1,501,552 1,retrodiction,5,r,,
274,0526-3,3,5_r0,Doodles and Bill fight. ,Doodles and Bill fight. ,1,0,1,retrodiction,5,r0,,
275,0526-3,3,5_r,Jiyoon tells Yaz that her class will now be incorporating Elliot's class. ,Jiyoon tells Yaz that her class will now be incorporating Elliot's class. ,552,501,552,retrodiction,5,r,,
276,0527-2,3,5_r0,Jiyoon and Joan talk about how she feels as chair. Bill and Jiyoon talk to each other about adjustments.,Jiyoon and Joan talk about how she feels as chair. Bill and Jiyoon talk to each other about adjustments.,1 1,1,1 1,retrodiction,5,r0,,
277,0527-2,3,5_r,Yaz talks about how she is nervous about being a new professor on this campus.,Yaz talks about how she is nervous about being a new professor on this campus.,1,0,1,retrodiction,5,r,,
278,0528-2,3,5_r0,Yaz and Elliot prepare for their combined class. Bill is asleep. Jiyoon and Joan discuss their respective English classes. ,Yaz and Elliot prepare for their combined class. Bill is asleep. Jiyoon and Joan discuss their respective English classes. ,0 0 1,1 602,0 0 1,retrodiction,5,r0,,
279,0528-2,3,5_r,Yaz complains to Jiyoon about her situation with Elliot. ,Yaz complains to Jiyoon about her situation with Elliot. ,1,0,1,retrodiction,5,r,,
280,0528-3,3,5_r0,"Since the English department is getting smaller, Elliot and Yaz are forced to co-lecture. Bill has a heartfelt conversation with his daughter, Doodles, about her mom/his wife dying. He comforts her and falls asleep in her room.","Since the English department is getting smaller, Elliot and Yaz are forced to co-lecture. Bill has a heartfelt conversation with his daughter, Doodles, about her mom/his wife dying. He comforts her and falls asleep in her room.",581 0 1,581 69,581 109 1,retrodiction,5,r0,,
281,0528-3,3,5_r,Yaz complains to Jiyoon about having to co-lecture with Elliot.,Yaz complains to Jiyoon about having to co-lecture with Elliot.,1,0,1,retrodiction,5,r,,
282,0612-1,3,5_r0,Bill has a falling out with Doodles. She leaves and he sleeps in her bed. Jiyoon and Yaz talk about the old style of teaching in the department. ,Bill has a falling out with Doodles. She leaves and he sleeps in her bed. Jiyoon and Yaz talk about the old style of teaching in the department. ,1 1 531,0 531,1 1 531,retrodiction,5,r0,,
283,0612-1,3,5_r,Jiyoon and Yaz talk about the old style of teaching in the department. ,Jiyoon and Yaz talk about the old style of teaching in the department. ,531,531,531,retrodiction,5,r,,
284,0613-1,3,5_r0,A dramatic scene showing what Bill Dobson was like in the past is portrayed. When his life used to be good and he was thriving in his career. ,A dramatic scene showing what Bill Dobson was like in the past is portrayed. When his life used to be good and he was thriving in his career. ,1,0,1,retrodiction,5,r0,,
285,0613-1,3,5_r,Jiyoon kindly asks Yaz to join lectures with professor Elliot for a class. ,Jiyoon kindly asks Yaz to join lectures with professor Elliot for a class. ,501,501,501,retrodiction,5,r,,
286,0615-1,3,5_r0,Bill falls asleep thinking about Sharon and her death.,Bill falls asleep thinking about Sharon and her death.,1,0,1,retrodiction,5,r0,,
287,0615-1,3,5_r,Yaz and Jiyoon are grabbing lunch and Yaz complains to Jiyoon about Elliot and his course design choices. Yaz also mentions that she feels like his assistant in that course even though she is a professor herself.,Yaz and Jiyoon are grabbing lunch and Yaz complains to Jiyoon about Elliot and his course design choices. Yaz also mentions that she feels like his assistant in that course even though she is a professor herself.,1 1 1,0,1 1 1,retrodiction,5,r,,
288,0616-1,3,5_r0,"Lila is texting Bill to prepare for class tomorrow, but Bill is not answering. He is already asleep. Jiyoon is getting complaints about the enrollment in the English department from Dean and is getting told that the professors need to look at their evaluations. ","Lila is texting Bill to prepare for class tomorrow, but Bill is not answering. He is already asleep. Jiyoon is getting complaints about the enrollment in the English department from Dean and is getting told that the professors need to look at their evaluations. ",1 1 1 305 1,331 305,1 1 1 305 1,retrodiction,5,r0,,
