no,session,trial,segment,story,segment_num,condition,with_char,sub,sub_session,res_1,res_1_simi_info,res_1_simi_info_z,res_1_simi_self,res_1_simi_self_z,res_1_simi_other,res_1_simi_other_z,res_1_MAD,res_1_MAD_z,res_1_MD,res_1_MD_z,res_1_MAD_sub,res_1_MAD_sub_z,res_1_MD_sub,res_1_MD_sub_z,res_1_MAD_oppo_sub,res_1_MAD_oppo_sub_z,res_1_MD_oppo_sub,res_1_MD_oppo_sub_z,res_1_score,res_1_conf,res_2,res_2_score,res_2_conf,res_3,res_3_score,res_3_conf,version,cond_1,cond_direction,cond_amount,base_segment,base_seg_num,segment_pair,segment_count,label,characters,hit_char,res_1_simi_otherseg_01,res_1_simi_otherseg_02,res_1_simi_otherseg_03,res_1_simi_otherseg_04,res_1_simi_otherseg_05,res_1_simi_otherseg_06,res_1_simi_otherseg_07,res_1_simi_otherseg_08,res_1_simi_otherseg_09,res_1_simi_otherseg_10,res_1_simi_otherseg_11,hit,scenes,note,match_seg_num,is_seg_matched
133,3,10,2_05,2,5,p_r_recall,True,0118-1,0118-1,Simone talks to Tommy downstairs as he finishes cleaning the kitchen. Simone returns upstairs and demands Karl execute the divorce in her preferred manner while she packs his bag. Simone finds that Karl has attempted suicide by taking too many pills and she calls 911.,,,,,,,0.8396685292235541,1.2200486613111088,0.8474553228932004,1.2470534761435144,0.8271927947451779,1.179179761772757,0.8282583020737688,1.1825637266655447,0.8240222667520266,1.1692209534055213,0.8136288363699341,1.1376724052050142,,5.0,,,,,,,exp,recall_p,f,p_r_recall/r_p_recall,2_05,5,,4,2_05 : p_r_recall,"Simone, Karl, Tommy",True,0.6329986413204138,0.6151853524922332,0.6648126801684238,0.6762890989625686,0.8070923934674774,0.6751662114509414,0.677091934805677,0.7360813417007868,0.5889383287464742,0.7455862381591035,0.6331199530673282,0,501 503 504 505 452,,5,True
134,3,11,2_04,2,4,p_r,True,0118-1,0118-1,Karl joins Simone upstairs toward the end of the party. Simone confronts Karl about the photo of him kissing another man and demands a divorce.,,,0.8129354119300842,1.135624318590752,0.7069516569425186,0.8810634065685534,0.7781349462248378,1.0406254898943725,0.787621888584086,1.0651366156005178,0.8141389494752559,1.1391834358895856,0.8279525752312281,1.181590821970877,0.802426251143252,1.105388513493927,0.7895484221733378,1.0702314981544723,,5.0,,,,,,,exp,p_r,f,p_r/r_p,2_03,3,,3,2_04 : p_r,"Simone, Karl",True,0.6598541624148087,0.5896907953284476,0.6961070941923639,0.7532077865302559,0.658925337342018,0.6757832844098324,0.6196544475980934,0.7290777492904472,0.4642957510151298,0.7182762477171167,0.5916407496448011,1,1 402,,4,True
135,3,12,2_04,2,4,recall_f,True,0118-1,0118-1,"Simone pulls Karl into the bathroom for a private conversation and confronts him about the photo. As Karl begins to cry, Simone kicks Karl out of the house and plans a lie so that no one at the party will suspect anything.",,,,,,,0.7523471900409239,0.9783418071160228,0.7587239438045095,0.9932010268988996,0.784922348847007,1.058065530072701,0.7783919507023226,1.0412772793675154,0.8031150968786134,1.107325873799291,0.7903289444591534,1.0723073746826683,,5.0,,,,,,,exp,recall_p,f,recall_f/recall_b,2_04,4,,3,2_04 : recall_f,"Simone, Karl",True,0.7036062980239779,0.598285784515597,0.6576486345422452,0.7839873723678783,0.7053340117078348,0.7042628225092336,0.6071768569274743,0.6987540513685488,0.48606702293858134,0.7391320706264767,0.5794077542245156,0,402 403,,4,True
136,3,13,2_05,2,5,p_recall,True,0118-1,0118-1,"Simone wraps up in the kitchen with Tommy who expresses concern for Karl. Simone goes upstairs and finds an unconscious Karl who has attempted suicide by overdose. Enraged, Simone calls an ambulance to their home.",,,,,0.778023722458794,1.0403436199800344,0.8088990578924826,1.1238359513682434,0.8145778567045308,1.140486526279185,0.778023722458794,1.0403436199800344,0.7754194232319797,1.0337787047131881,0.7842263066179774,1.0562550079789186,0.7708060724776092,1.0223108199106417,,5.0,,,,,,,exp,recall_p,f,p_recall/r_recall,2_05,5,,4,2_05 : p_recall,"Simone, Karl, Tommy",True,0.5905228917167773,0.5789522499975728,0.6447043790066533,0.6255870145655782,0.7781217460152948,0.7052520020854975,0.6424158703295988,0.6712869038154312,0.5889977945960749,0.7038068172072083,0.5709239120517384,0,501 502 504 505 452,,5,True
137,3,14,2_06,2,6,p0,False,0118-1,0118-1,The ambulance arrives and takes Karl away. Simone tries to hold her emotions together. Tommy sees the whole thing.,,,0.5400266051292419,0.604193160371687,0.5844245036506193,0.6691561167052787,0.7476180763617173,0.9675327651856362,0.7408363300207313,0.9523305668166816,0.7407685415512231,0.9521803303264409,0.7459121203790262,0.9636761066110167,0.6006119169017362,0.6941038498250556,0.6047089709625411,0.7005377083179196,,4.0,The ambulance arrives and pronounces Karl dead. Tommy attempts to console a crying Simone.,,4.0,,,,exp,p0,f,p0/r0,2_05,5,2_05-06,5,2_06 : p0,"Simone, Karl, Neighbors, Wanda",False,0.4862656593905612,0.49649291542722235,0.6302503468552734,0.5442782566159569,0.7429148052676573,0.605480175063555,0.6577699003952255,0.5733603629416794,0.5534439922772045,0.5666071277082287,0.5233167445001643,1,553 601 652 2,,5,False
138,3,15,2_06,2,6,p,True,0118-1,0118-1,The ambulance arrives and takes Karl away. Tommy and other neighbors sees the whole thing. Simone calls Wanda for help.,,,0.7020673155784607,0.8713656447173048,0.7144706920430938,0.8962574994588624,0.8029382557852762,1.1068279376548271,0.8065107319324535,1.1169652212767855,0.7905480876833653,1.0728914343349971,0.7892757362788843,1.069507864250605,0.6703854162984176,0.8114428116310308,0.668814659295306,0.8085953540834687,,4.0,The ambulance arrives and pronounces Karl dead. Tommy and the neighbors watch the EMTs take Karl's body away. Simone calls Wanda for help.,,4.0,,,,exp,p,f,p/r,2_05,5,2_05-06,5,2_06 : p,"Simone, Karl, Neighbors, Wanda",True,0.4839115728028238,0.5444479022846671,0.5842687617713993,0.5110862946356304,0.6748657702210854,0.7081900372216099,0.5880940124603702,0.53271511740243,0.5265292696019365,0.5333819822146313,0.49036326002950537,1,553 601 652 602 1,,6,True
139,3,16,2_07,2,7,p_r_recall,True,0118-1,0118-1,"Tommy comes over to Simone's house to tell Simone that he saw the photo of Karl and asks about his sexuality. Simone talks about her other husbands then cries over her desirability. Tommy consoles Simone but then kisses her, telling her that he would like to have sex with her. Simone turns down an underage Tommy.",,,,,,,0.7672395253150924,1.0135820493811596,0.7703807651419314,1.0212637437654957,0.7679399508469286,1.015287053718202,0.7834956944467335,1.0543600781829268,0.8071635990176932,1.1188358283103508,0.8193648505903101,1.1548817440891774,,5.0,,,,,,,exp,recall_p,f,p_r_recall/r_p_recall,2_07,7,,6,2_07 : p_r_recall,"Simone, Tommy",True,0.5094839814198728,0.577962503147448,0.6858359345759255,0.564735803740485,0.686688605772723,0.5294818512047136,0.8096710749139466,0.5347294887811997,0.6913722781285562,0.5995187268551585,0.6469971573466021,0,702 704 705 706 707 708 252,,7,True
140,3,17,2_06,2,6,p_r,True,0118-1,0118-1,"The ambulance arrive to take Karl away and neighbors see. Simone, deeply upset, calls Wanda for emotional support.",,,0.7548194527626038,0.9840631940212863,0.7278450185823345,0.9241292841836057,0.783270717514771,1.0537777051878163,0.7888376520351358,1.0683470361246241,0.7913919800769093,1.075145625440777,0.7815646059809264,1.0493784790278213,0.79866651025025,1.0949190777639861,0.7944966866149749,1.0835088534201387,,4.0,,,,,,,exp,p_r,f,p_r/r_p,2_05,5,,5,2_06 : p_r,"Simone, Karl, Neighbors, Wanda",True,0.5105289406085973,0.532547338133815,0.4778872569477071,0.5472147767304731,0.6009408679682076,0.7314426236992801,0.4531055251761746,0.5842658873775441,0.4060417373147829,0.5613939648567419,0.43630416332220046,1,553 601 602 1,,6,True
141,3,18,2_06,2,6,recall_f,True,0118-1,0118-1,"Neighbors express their concern as they see the ambulance take away Karl, and Simone lies about the cause. Simone sees Wanda among the people and attacks her after finding out that Wanda was the one who placed the photo.",,,,,,,0.7942629934612958,1.082875471069532,0.806577853214502,1.1171572782526005,0.7714432628058818,1.0238827068458793,0.7715285136135911,1.024093301714505,0.7413692704073187,0.9535128649377892,0.7377111279033761,0.9454388104412776,,5.0,,,,,,,exp,recall_p,f,recall_f/recall_b,2_06,6,,5,2_06 : recall_f,"Simone, Karl, Neighbors, Wanda",True,0.5090835128942895,0.5670562782856432,0.4961709526945347,0.5464805540224076,0.5248797558594427,0.7563416594856448,0.48467278285674825,0.5132945694767493,0.4402940164850282,0.5315514776084762,0.46504722661661835,0,601 602 603 604 156,,6,True
142,3,19,2_07,2,7,p_recall,True,0118-1,0118-1,"Tommy comes over to Simone's house to tell her that he did see the photo of Karl kissing another man. Simone breaks down as she talks about her love life. Tommy consoles Simone but then kisses her. Simone turns down an underage Tommy, and he still tells her that he wants to have sex with her on his way out.",,,,,0.8310240799676033,1.1914372380490383,0.8312550878396892,1.1921843359835085,0.8283028311409224,1.1827055609785704,0.8310240799676033,1.1914372380490383,0.8192936796622706,1.154665221347579,0.8351959154236247,1.2050745592344916,0.8350834940348566,1.204702969458325,,5.0,,,,,,,exp,recall_p,f,p_recall/r_recall,2_07,7,,6,2_07 : p_recall,"Simone, Tommy",True,0.5085129783189497,0.5690364162228223,0.701495118228159,0.5759698528463995,0.6866830290402046,0.5406408061891055,0.8241311127934215,0.530297982059625,0.700589422128151,0.6169467551733617,0.642313646842539,0,702 704 705 706 707 708 252,,7,True
143,3,20,2_08,2,8,p0,False,0118-1,0118-1,Simone goes to pick up Karl from the hospital.,,,0.7330589294433594,0.9353076844589588,0.7165320131041911,0.9004810335777153,0.6142298933408802,0.7156858311333777,0.6253325548266339,0.7337144516509603,0.7403427258253005,0.9512373782360253,0.7308610118208486,0.9305731637649498,0.6165383904035091,0.7194014177657024,0.6129286209415546,0.713598853375509,,2.0,"Tommy comes over after he's turned 18, and he and Simone have sex.",,2.0,,,,exp,p0,f,p0/r0,2_07,7,2_07-08,7,2_08 : p0,"Simone, Karl",True,0.5947773217932011,0.4943224766698914,0.5452167669191998,0.6129339309473936,0.6596796303722987,0.6486109342747324,0.48141014242833147,0.69271709968775,0.4272816192967984,0.6265504856043314,0.4758976441716598,0,953,,8,True
144,3,21,2_08,2,8,p,True,0118-1,0118-1,Simone picks up Karl from the hospital.,,,0.7344720363616943,0.9383690923445602,0.717076710034983,0.9016013679880845,0.7651761601036003,1.0085850781163663,0.7769988683786307,1.0377521726781451,0.7931904833989283,1.079976772630934,0.8167967773463828,1.1471170869964282,0.7007513346456136,0.8687752547524027,0.7011563355212516,0.8695714604021975,,3.0,Simone visits Karl in the hospital.,,3.0,,,,exp,p,f,p/r,2_07,7,2_07-08,7,2_08 : p,"Simone, Karl",True,0.5761462468968529,0.48154534450455744,0.5419045877520979,0.6030734029906866,0.6608429020878086,0.638966385668821,0.4777426799927569,0.6950518057832299,0.40291957089231467,0.6268553301400146,0.46946246103561096,0,953,,8,True
145,3,22,2_09,2,9,p_r_recall,True,0118-1,0118-1,"Tommy skateboards up to Simone's car as she returns home and offers muffins from his mother. Tommy tries to convince Simone to have sex with him, but Simone denies him under the pretense that Tommy's mother is her best friend.",,,,,,,0.791918324481833,1.0765556706266521,0.7984724900655363,1.0943835345888846,0.774072087607163,1.030408410498392,0.7820041810685119,1.05050903545741,0.7605423691242861,0.9975003551032828,0.7670005577273309,1.0130013640357522,,5.0,,,,,,,exp,recall_p,f,p_r_recall/r_p_recall,2_09,9,,8,2_09 : p_r_recall,"Simone, Tommy",True,0.4100730931735171,0.5024073392240287,0.5213919373469769,0.40331177255550665,0.5278890285303761,0.44383002677454364,0.6316532261085657,0.4078850158847344,0.7529743458098649,0.4849291793056301,0.5500104076446226,0,901 902 904 903 851,,9,True
146,3,23,2_08,2,8,p_r,True,0118-1,0118-1,Simone visits Karl at the hospital and talks about their divorce.,,,0.7873252630233765,1.0643557863576354,0.7823683515748157,1.0514471729827723,0.6969103862567563,0.8612679699867342,0.7358330631436664,0.9413307444650242,0.7876807667879367,1.0652917193117946,0.8054705442054771,1.1139964654191181,0.762532343178953,1.0022377264314444,0.7762592264764249,1.0358883765493918,,4.0,,,,,,,exp,p_r,f,p_r/r_p,2_07,7,,7,2_08 : p_r,"Simone, Karl",True,0.6242337760550694,0.5376263895173761,0.5659693955186158,0.6561714953123501,0.666537509790845,0.6443903620117049,0.5252856018939309,0.7753854066141834,0.4443615130946882,0.6785158756956329,0.5267925300104384,1,801 803,,8,True
147,3,24,2_08,2,8,recall_f,True,0118-1,0118-1,Karl wakes up in the hospital and finds Simone sitting there. Karl promises Simone that he will not try to commit suicide again. Simone tells Karl that he may come home and they will separate after her daughter's wedding.,,,,,,,0.8224452796121448,1.164327796623441,0.8292019503595371,1.1855765978486286,0.8643631131735854,1.3103467071106847,0.8705387221047012,1.335299965505839,0.8623833727402254,1.3025702868937217,0.8632020673078264,1.305773467470745,,5.0,,,,,,,exp,recall_p,f,recall_f/recall_b,2_08,8,,7,2_08 : recall_f,"Simone, Karl",True,0.6784634809407325,0.5634406107705341,0.5624662650468217,0.6943367084244574,0.7075149442655052,0.6933204244519597,0.5665395912295675,0.8754106247784262,0.46608092355074626,0.7792322107312672,0.5663064068396417,0,801 802 803 1001,,8,True
148,3,25,2_09,2,9,p_recall,True,0118-1,0118-1,"Tommy approaches Simone with muffins his mother has sent over as she pulls into her driveway. Tommy tries to convince Simone to have sex with him and that he's grown up, but Simone denies him under the pretense that Tommy's mother is her best friend.",,,,,0.7993866179118977,1.0969107671852993,0.7623117530992976,1.0017108970911073,0.7603672065748769,0.99708499105489,0.7993866179118977,1.0969107671852993,0.7988933416172298,1.095545769278961,0.7576768486507727,0.9907380361008551,0.7536431560804808,0.9813348182765556,,5.0,,,,,,,exp,recall_p,f,p_recall/r_recall,2_09,9,,8,2_09 : p_recall,"Simone, Tommy",True,0.41356720407192155,0.5169448480660671,0.5508350648253085,0.42543645636240995,0.5449255633704478,0.4426054001539456,0.6523982518039664,0.40664465438525543,0.7858930607418093,0.4859710181390324,0.559044934052958,0,901 902 904 903 851,,9,True
149,3,26,2_10,2,10,p0,False,0118-1,0118-1,Karl comes home from the hospital that afternoon.,,,0.4789798855781555,0.521659607129916,0.41416018750468114,0.44062236606347827,0.4920391658156498,0.538747342210939,0.5183384480517111,0.5740650983153487,0.45235377925910836,0.4876556597271231,0.39004102204854074,0.4118484161541376,0.3577947787029972,0.37435463224987003,0.351473019469311,0.3671233973551295,,4.0,,,,,,,exp,p0,f,p0/r0,2_09,9,2_09-10,9,2_10 : p0,"Simone, Karl",False,0.4273487190952386,0.21170495483670448,0.31922532594673575,0.37839233764559504,0.4387455237450965,0.41740736117758354,0.26654000910790426,0.4777458502843748,0.15083636375956916,0.3822443004322681,0.23265695345284465,1,1001,,8,False
150,3,27,2_10,2,10,p,True,0118-1,0118-1,Karl comes home from the hospital that afternoon. Simone talks to Karl about his sexuality more in-depth.,,,0.7027727961540222,0.8727582077103242,0.635852170595071,0.7511796214393847,0.7009918981633265,0.8692480799663437,0.6982690198851349,0.8639144808226645,0.6636355715089517,0.7992827045421546,0.668110931027742,0.8073231513192487,0.6361693588346489,0.7517122720171696,0.6235943794747452,0.730865191635888,,5.0,,,,,,,exp,p,f,p/r,2_09,9,2_09-10,9,2_10 : p,"Simone, Karl",True,0.5777025809141894,0.4634349779219498,0.5805530536086924,0.638585100428152,0.6234284297185276,0.5778768866605262,0.5521219344288792,0.6729813488324056,0.40151978189395754,0.6600105590058869,0.48814055888525354,1,1001 1,,8,False
151,3,28,2_11,2,11,p_r_recall,True,0118-1,0118-1,"After a workout class, Naomi asks Simone about her marriage and then tells her that she has known about Karl's cheating for 2 years. Simone is enraged to find that Naomi is not as good of a friend as she thought and tells Tommy that she will have sex with him later.",,,,,,,0.8097603294241312,1.1263324997462014,0.8152940898551229,1.1426189406195442,0.8325945718800345,1.1965347284871852,0.8377519680755073,1.213586060777029,,,,,,5.0,,,,,,,exp,recall_p,f,p_r_recall/r_p_recall,2_11,11,,10,2_11 : p_r_recall,"Simone, Naomi, Tommy",True,0.5613739821602645,0.6888712635690144,0.5771173156394294,0.5453810779498196,0.5896863997905806,0.503362188446248,0.6145496704329954,0.5478387669033967,0.5807409790010591,0.5638329826915769,0.830469222288132,0,1101 1102 1103 1106 1107 1201,,11,True
152,3,29,2_10,2,10,p_r,True,0118-1,0118-1,"Karl arrives home from the hospital, and Simone lays out the details for how their relationship will continue until their divorce.",,,0.7919699549674988,1.0766941553258464,0.6915654107671025,0.8509499326502618,0.6396183602792106,0.757527603162689,0.6476606385207531,0.7712584798841156,0.7072887487018404,0.881737615745695,0.7279421601174462,0.9243358931662979,0.7221365780040696,0.9120956451244517,0.7347552705836833,0.9389843604830298,,5.0,,,,,,,exp,p_r,f,p_r/r_p,2_09,9,,9,2_10 : p_r,"Simone, Karl",True,0.6278846378042664,0.5179137216570036,0.5811776580967515,0.6616998092549515,0.6791519028110534,0.6602311751668182,0.5415282067851502,0.799340817487959,0.4380284153189619,0.6918995070440066,0.546044035647816,1,1001 1006,,8,False
153,3,30,2_10,2,10,recall_f,True,0118-1,0118-1,"Simone brings Karl home from the hospital and figures out that Karl faked his suicide attempt. As she attempts to kick him out of the house, Karl blackmails Simone into letting him stay, saying that he's fighting for their future happiness.",,,,,,,0.8147603004541291,1.1410290062364752,0.8265723474608495,1.1772179655814736,0.8450325938295282,1.2385187051576374,0.8588526478900366,1.2889551626409175,0.8304589717076212,1.1896135331244528,0.8426224615715932,1.2301487323547828,,5.0,,,,,,,exp,recall_p,f,recall_f/recall_b,2_10,10,,9,2_10 : recall_f,"Simone, Karl",True,0.6672390554522785,0.58229997207827,0.6070492742767017,0.7213556332424251,0.7250934102492441,0.7340769218204046,0.5942377078463268,0.7976647521109885,0.5048311340557861,0.8245958866626611,0.5821893974955334,0,1001 1004 1005 1006 452,,10,True
154,3,31,2_11,2,11,p_recall,True,0118-1,0118-1,"After their workout class, Naomi confesses to Simone that she's known that Karl has been cheating for two years. Simone, enraged by Naomi's poor friendship, tells Tommy that she will have sex with him later that day.",,,,,0.7933181353104406,1.0803210821151124,0.7934894331261906,1.0807834114000525,0.8032995617329376,1.1078457010927927,0.7933181353104406,1.0803210821151124,0.8046325908135779,1.1116151818988758,0.7853654868831612,1.059220892605216,0.7935021123970605,1.080817645977855,,5.0,,,,,,,exp,recall_p,f,p_recall/r_recall,2_11,11,,10,2_11 : p_recall,"Simone, Naomi, Tommy",True,0.5724879981151406,0.6682271291982596,0.6020926273398524,0.5543941840950717,0.6057047998695212,0.5255257027039042,0.6509983068972127,0.5605636667107314,0.6027652172352563,0.5809422133907063,0.8071317039551283,0,1101 1103 1106 1107 1201,,11,True
155,5,1,1_11,1,11,r_recall,True,0118-1,0118-1,"Rob comes home from work to find a dolled-up Beth but treats her complete normally. Beth, frustrated with their one-sided dinner conversation, confronts Rob about his lack of noticing her especial effort to look nice, but Rob tells her that he doesn't expect her to be anything else but the person he married.",,,,,0.7950201162681962,1.084929830754124,0.8048994039347374,1.1123724172596061,0.7985289033894466,1.094539201939052,0.7950201162681962,1.084929830754124,0.808603836387892,1.122982515251033,0.7835314046690856,1.0544525661902282,0.7923423886577797,1.0776940081542503,,5.0,,,,,,,exp,recall_r,b,p_recall/r_recall,1_11,11,,0,1_11 : r_recall,"Beth, Rob",True,0.6418070987782524,0.6500824120638267,0.6086693245179069,0.642643756535332,0.7494507224571025,0.7000512362977337,0.6323850763122052,0.559267387987515,0.6667003993936969,0.505368773064361,0.7977619662800202,0,1101 1102 1103 1104 1108 1109,,11,True
156,5,2,1_10,1,10,r0,False,0118-1,0118-1,Beth puts on her new dress and final touches to her new look in the hope that it will spice up her romantic life with Rob.,,,0.6006452441215515,0.6941559850842428,0.59324103800491,0.6826524150835049,0.6488585902152791,0.773324772398823,0.6406090023921507,0.7592059345830046,0.6600709287238145,0.7929393133154569,0.6590884758495419,0.7912003179756659,0.6233361265092751,0.7304427202749387,0.6339103916126733,0.7479266494637561,,4.0,Beth is buying a new dress that she wants to wear for Rob that night.,,4.0,,,,exp,r0,b,p0/r0,1_11,11,1_10-11,1,1_10 : r0,Beth,True,0.5085389018766417,0.43191972341392293,0.45937322214606474,0.46071285591577227,0.5840229428980217,0.5412528692821835,0.5012144738661186,0.4391858497467698,0.5056867279357882,0.6128588246413392,0.6713880466944058,0,1053 0,,11,False
157,5,3,1_10,1,10,r,True,0118-1,0118-1,Beth puts on her new dress and final touches to her new look in the hope that it will spice up her romantic life with Rob.,,,0.6006452441215515,0.6941559850842428,0.59324103800491,0.6826524150835049,0.6362436112157077,0.7518370153443257,0.6371411624828084,0.7533464624054421,0.6551875380118047,0.7843344583085093,0.6476171882254311,0.7711836383377905,0.59019701040258,0.6779683312071345,0.6270611087335968,0.7365580449122071,,4.0,Beth is buying a new dress that she wants to wear for Rob that night.,,4.0,,,,exp,r,b,p/r,1_11,11,1_10-11,1,1_10 : r,Beth,True,0.5085389018766417,0.43191972341392293,0.45937322214606474,0.46071285591577227,0.5840229428980217,0.5412528692821835,0.5012144738661186,0.4391858497467698,0.5056867279357882,0.6128588246413392,0.6713880466944058,0,1053 0,,11,False
158,5,4,1_09,1,9,r_p_recall,True,0118-1,0118-1,"As April serves her food, Beth asks April about her romantic life, suspecting that April is the one Rob is having an affair with. Under the lie that she is widow, Beth asks April why a married man would want to cheat, hoping to figure out how to save her relationship with Rob.",,,,,,,0.7757232471600993,1.0345411445549062,0.7890219728188708,1.0688351870707506,0.8424190157506952,1.229447578905265,0.8308657637732185,1.1909257660417434,0.8339732451922817,1.2010455577866863,0.8218802684114026,1.1625841938740205,,5.0,,,,,,,exp,recall_r,b,p_r_recall/r_p_recall,1_09,9,,2,1_09 : r_p_recall,"Beth, April",True,0.5048925794161493,0.49959168542527843,0.5442777162967024,0.557606610824835,0.7139621013626375,0.6146786281069113,0.5871401634269591,0.6788996643460278,0.8332704454121566,0.43992047902564513,0.5927817170664725,0,901 902 903,,9,True
159,5,5,1_10,1,10,r_p,True,0118-1,0118-1,"Beth goes out on the town to gather things to look especially pretty for Rob, hoping that it will bring the spice to save their relationship.",,,0.705062747001648,0.8772972793929215,0.5400642219815729,0.6042462651953322,0.6049662166798032,0.7009433489540953,0.6142238592198898,0.7156761412740452,0.5892812643389164,0.6765642596190835,0.5795024529493469,0.661713263623518,0.5336694676685297,0.5952619041434172,0.5931444676048392,0.682503414822608,,4.0,,,,,,,exp,r_p,b,p_r/r_p,1_11,11,,1,1_10 : r_p,Beth,True,0.5509293420355827,0.4947658376862327,0.5385048625466576,0.5147897789642298,0.64407762205898,0.5690581752712123,0.562808919684415,0.4744919825336418,0.5346922106262959,0.5418797514340838,0.6492347933129812,1,1003 0,,11,False
160,5,6,1_10,1,10,recall_b,True,0118-1,0118-1,"Beth, thinking about how to save her relationship with her husband, goes out on the town to buy the ingredients for a new look.",,,,,,,0.7037776253339573,0.8747463796398793,0.7138509213096449,0.8949925945666379,0.6190318502718605,0.7234339255856146,0.6605126191417292,0.7937224319338692,0.5745022563263936,0.6542174141742683,0.5853039389700885,0.6704927793418429,,5.0,,,,,,,exp,recall_r,b,recall_f/recall_b,1_10,10,,1,1_10 : recall_b,Beth,True,0.5135626383257672,0.4250946362170339,0.5613755248964387,0.500127098018619,0.5586418193428966,0.5094134709502757,0.5258474726653477,0.5323598642184717,0.5559218848558128,0.6135722860885331,0.5746621641752141,0,1001 1003,,10,True
161,5,7,1_09,1,9,r_recall,True,0118-1,0118-1,"Beth, who has been lying to April about her identity, pries for more details about the affair that April has been having with Rob. In hopes to save her relationship with her husband, Beth asks why a married man would want to cheat.",,,,,0.7629252419030775,1.0031771255913406,0.7653070070697299,1.0089008244719417,0.7674988606290336,1.0142128138059683,0.7629252419030775,1.0031771255913406,0.7567296311534868,0.9885178707803414,0.7743161677405636,1.0310176612871225,0.7775543997345995,1.0391555936590093,,5.0,,,,,,,exp,recall_r,b,p_recall/r_recall,1_09,9,,2,1_09 : r_recall,"Beth, April",True,0.5139004077110615,0.4661832325311863,0.5348676737918473,0.594846389651603,0.6764552485852171,0.5619239546472046,0.5808102247107216,0.6042670571151288,0.7742618769698171,0.49915042414239685,0.6029858636682955,0,902 903,,9,True
162,5,8,1_08,1,8,r0,False,0118-1,0118-1,"Beth goes to the diner and checks out the woman, April, that she suspects her husband has been having an affair with.",,,0.8134695291519165,1.1372012740238804,0.7365706783900148,0.9429412350869516,0.5629286429078119,0.6371101025718088,0.5688934223861857,0.6458852419740995,0.5759747101962925,0.656418062121314,0.6453553261785963,0.767297637110638,0.7521547302299708,0.9778984723524248,0.7347789963168376,0.9390359250194018,,3.0,,,,,,,exp,r0,b,p0/r0,1_09,9,1_08-09,3,1_08 : r0,"Beth, April",True,0.5034625697867194,0.46023722068902684,0.6417678676334343,0.5711414445245488,0.7016676245887177,0.5125909168426467,0.6153168734752902,0.7327202421395391,0.7299690720514399,0.5690501071685999,0.5788484267202654,1,801,,8,True
163,5,9,1_08,1,8,r,True,0118-1,0118-1,"Beth goes to the diner and checks out the woman, April, that she suspects her husband has been having an affair with.",,,0.8134695291519165,1.1372012740238804,0.7365706783900148,0.9429412350869516,0.6947538453870187,0.8570871349485376,0.7190969448933755,0.9057723948520243,0.7052753091846642,0.8777200896144682,0.7455912064873503,0.9629530904864959,0.7521547302299708,0.9778984723524248,0.7328052817998516,0.9347596250600427,,3.0,,,,,,,exp,r,b,p/r,1_09,9,1_08-09,3,1_08 : r,"Beth, April",True,0.5034625697867194,0.46023722068902684,0.6417678676334343,0.5711414445245488,0.7016676245887177,0.5125909168426467,0.6153168734752902,0.7327202421395391,0.7299690720514399,0.5690501071685999,0.5788484267202654,1,801,,8,True
164,5,10,1_07,1,7,r_p_recall,True,0118-1,0118-1,"Beth's friend Sheila comes over to see if Beth has found out anything more about Rob's affair. After Beth says that the affair is confirmed and that she won't do anything about it, Sheila gives Beth the idea to drunkenly go and confront the girl that Rob is cheating on her with.",,,,,,,0.8277304399298046,1.1808849098315068,0.8299311578850707,1.1879151588949617,0.8029397838961695,1.10683223869199,0.8097084358313433,1.1261817909538279,0.7996146975945383,1.0975429194239459,0.7891216572858302,1.0690993458863618,,5.0,,,,,,,exp,recall_r,b,p_r_recall/r_p_recall,1_07,7,,4,1_07 : r_p_recall,"Beth, Sheila",True,0.6759445592884548,0.6797501907416766,0.7171677919148169,0.7848154694377374,0.6908064672701995,0.6011137439639777,0.799579839943527,0.6300805100269501,0.63469619900909,0.5097771339735837,0.6505102924212736,0,701 702 703 704 831,,7,True
165,5,11,1_08,1,8,r_p,True,0118-1,0118-1,Beth goes to the diner to scope out April and lies to her about her identity in a panic.,,,0.7935670018196106,1.0809928793391388,0.7580913563449743,0.9917119468178455,0.7745036542993234,1.0314860389658955,0.7824976921613863,1.0517806981714004,0.7492865984721547,0.9713264328088295,0.7641640894532553,1.006147992284779,0.7891577690467472,1.0691950674134891,0.7631714968983039,1.0037665948406829,,4.0,,,,,,,exp,r_p,b,p_r/r_p,1_09,9,,3,1_08 : r_p,"Beth, April",True,0.4392655245499335,0.3891146378907968,0.5472248656899916,0.46673852011451755,0.6209129833088172,0.4914069326809042,0.5109763502934723,0.7479591408841526,0.6222575367165988,0.5382970098210966,0.5005467453933464,1,801 831 804,,8,True
